a/a,CHANGE_DATE,TEMPERATURE,HUMIDITY,MALE,FEMALE,MO_DACUS,FEMALE_POSOSTO,GONIMOTHTA,DAC_METRHSH_DACUS_ID,DHMOS_ID,DHMOS_CODE,DHMOS_DESCR,MIN,SYNOLO_DAKON,METEO_ID,METEO_DESCR,ALTERN_METEO_ID,ALTERN_METEO_DESCR,NOMOS_DESCR
124,07/20/11,30,45.5,4,8,2.4,0.67,,26644,16908,84060500,Δ.Δ.Μύλων,4,12,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
125,07/27/11,30,45.5,1,1,0.4,0.5,,26645,16908,84060500,Δ.Δ.Μύλων,1,2,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
126,08/03/11,30,45,0,0,0,,,26652,16908,84060500,Δ.Δ.Μύλων,0,0,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
127,08/10/11,32,44.4,1,3,1,0.75,,26653,16908,84060500,Δ.Δ.Μύλων,1,4,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
128,08/19/11,32,44.4,0,0,0,,,26654,16908,84060500,Δ.Δ.Μύλων,0,0,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
129,08/24/11,30,44.9,5,3,1.6,0.38,,26655,16908,84060500,Δ.Δ.Μύλων,3,8,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
130,09/02/11,29,45,0,0,0,,,26656,16908,84060500,Δ.Δ.Μύλων,0,0,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
131,09/15/11,29,47,11,5,3.2,0.31,,26657,16908,84060500,Δ.Δ.Μύλων,5,16,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
132,09/20/11,28,47.1,4,4,1.6,0.5,,26658,16908,84060500,Δ.Δ.Μύλων,4,8,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
133,09/27/11,28,47.1,5,4,1.8,0.44,,26670,16908,84060500,Δ.Δ.Μύλων,4,9,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
134,10/12/11,27,49,0,0,0,,,26671,16908,84060500,Δ.Δ.Μύλων,0,0,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
135,10/17/11,25,50,2,1,0.6,0.33,,26672,16908,84060500,Δ.Δ.Μύλων,1,3,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
136,10/26/11,25,50,1,1,0.4,0.5,,26673,16908,84060500,Δ.Δ.Μύλων,1,2,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
137,11/01/11,24,50,3,2,1,0.4,,26674,16908,84060500,Δ.Δ.Μύλων,2,5,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
138,07/22/11,31,48.3,456,471,19.3,0.51,,27192,16884,84050302,"Βελανιδιά,η (Δ.Δ.Κουμαιίκων)",456,927,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
139,07/27/11,32,48,596,649,25.9,0.52,,27193,16884,84050302,"Βελανιδιά,η (Δ.Δ.Κουμαιίκων)",596,1245,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
140,08/02/11,32,46.4,159,168,6.9,0.51,,27194,16884,84050302,"Βελανιδιά,η (Δ.Δ.Κουμαιίκων)",159,327,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
141,08/07/11,30,46.4,102,128,5.6,0.56,,27195,16884,84050302,"Βελανιδιά,η (Δ.Δ.Κουμαιίκων)",102,230,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
142,08/17/11,30,46.5,81,107,3.76,0.57,,27201,16884,84050302,"Βελανιδιά,η (Δ.Δ.Κουμαιίκων)",81,188,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
143,08/24/11,30,46.4,202,239,8.16,0.54,,27244,16884,84050302,"Βελανιδιά,η (Δ.Δ.Κουμαιίκων)",202,441,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
144,08/30/11,30,47,1270,1225,46.2,0.49,,27261,16884,84050302,"Βελανιδιά,η (Δ.Δ.Κουμαιίκων)",1225,2495,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
145,09/13/11,29,47.9,1404,1223,48.6,0.47,,27262,16884,84050302,"Βελανιδιά,η (Δ.Δ.Κουμαιίκων)",1223,2627,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
146,09/20/11,28,47.9,1165,1143,43.54,0.5,,27268,16884,84050302,"Βελανιδιά,η (Δ.Δ.Κουμαιίκων)",1143,2308,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
147,09/27/11,27,48.4,706,785,27.6,0.53,,27275,16884,84050302,"Βελανιδιά,η (Δ.Δ.Κουμαιίκων)",706,1491,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
148,10/04/11,27,48,1389,1431,52.22,0.51,,27278,16884,84050302,"Βελανιδιά,η (Δ.Δ.Κουμαιίκων)",1389,2820,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
149,10/17/11,27,47.9,685,689,25.4,0.5,,27281,16884,84050302,"Βελανιδιά,η (Δ.Δ.Κουμαιίκων)",685,1374,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
150,10/26/11,28,47.9,322,334,12.3,0.51,,27291,16884,84050302,"Βελανιδιά,η (Δ.Δ.Κουμαιίκων)",322,656,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
151,11/01/11,24,48,377,360,13.9,0.49,,27292,16884,84050302,"Βελανιδιά,η (Δ.Δ.Κουμαιίκων)",360,737,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
152,07/21/11,30,53.4,12,16,5.6,0.57,,27423,16837,84040100,Δ.Δ.Καρλοβασίων,12,28,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
153,07/28/11,30,53.4,13,22,7,0.63,,27447,16837,84040100,Δ.Δ.Καρλοβασίων,13,35,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
154,08/03/11,30,52.5,6,6,2.4,0.5,,27448,16837,84040100,Δ.Δ.Καρλοβασίων,6,12,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
155,08/10/11,30,52,2,4,1.1,0.67,,27449,16837,84040100,Δ.Δ.Καρλοβασίων,2,6,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
156,08/17/11,29,51.5,7,6,2.6,0.46,,27450,16837,84040100,Δ.Δ.Καρλοβασίων,6,13,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
157,08/24/11,29,51.5,12,14,4.2,0.54,,27451,16837,84040100,Δ.Δ.Καρλοβασίων,12,26,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
158,08/30/11,29,50,16,19,6.9,0.54,,27452,16837,84040100,Δ.Δ.Καρλοβασίων,16,35,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
159,09/06/11,29,49.8,9,22,6.1,0.71,,27453,16837,84040100,Δ.Δ.Καρλοβασίων,9,31,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
160,09/13/11,29,49.8,10,13,4.5,0.57,,27454,16837,84040100,Δ.Δ.Καρλοβασίων,10,23,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
161,09/20/11,29,49.8,11,15,4.2,0.58,,27455,16837,84040100,Δ.Δ.Καρλοβασίων,11,26,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
162,09/27/11,28,49.8,8,12,4,0.6,,27456,16837,84040100,Δ.Δ.Καρλοβασίων,8,20,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
163,10/04/11,28,49.8,17,13,5.9,0.43,,27457,16837,84040100,Δ.Δ.Καρλοβασίων,13,30,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
164,10/12/11,27,49.8,22,28,9.9,0.56,,27458,16837,84040100,Δ.Δ.Καρλοβασίων,22,50,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
165,10/17/11,27,49.8,2,7,1.8,0.78,,27459,16837,84040100,Δ.Δ.Καρλοβασίων,2,9,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
166,10/26/11,26,50,9,12,4.1,0.57,,27460,16837,84040100,Δ.Δ.Καρλοβασίων,9,21,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
167,07/21/11,29,42.4,12,13,5,0.52,,27489,16852,84040600,Δ.Δ.Κοντακαιίκων,12,25,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
168,07/28/11,28,42.5,20,11,6.2,0.35,,27490,16852,84040600,Δ.Δ.Κοντακαιίκων,11,31,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
169,08/03/11,29,41.4,7,8,3,0.53,,27491,16852,84040600,Δ.Δ.Κοντακαιίκων,7,15,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
170,08/10/11,30,41,2,2,0.8,0.5,,27496,16852,84040600,Δ.Δ.Κοντακαιίκων,2,4,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
171,08/17/11,30,40,4,7,2.2,0.64,,27497,16852,84040600,Δ.Δ.Κοντακαιίκων,4,11,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
172,08/24/11,29,39.5,9,12,4.2,0.57,,27503,16852,84040600,Δ.Δ.Κοντακαιίκων,9,21,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
173,08/30/11,30,46.4,18,20,7.6,0.53,,27534,16852,84040600,Δ.Δ.Κοντακαιίκων,18,38,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
174,09/06/11,29,47.9,12,17,5.8,0.59,,27535,16852,84040600,Δ.Δ.Κοντακαιίκων,12,29,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
175,09/13/11,29,47.9,13,11,4.8,0.46,,27536,16852,84040600,Δ.Δ.Κοντακαιίκων,11,24,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
176,09/20/11,28,48.9,17,19,7.2,0.53,,27537,16852,84040600,Δ.Δ.Κοντακαιίκων,17,36,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
177,09/27/11,28,49.8,19,23,8.4,0.55,,27538,16852,84040600,Δ.Δ.Κοντακαιίκων,19,42,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
178,10/04/11,27,49.8,27,32,11.8,0.54,,27539,16852,84040600,Δ.Δ.Κοντακαιίκων,27,59,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
179,10/12/11,26,49.8,16,24,8,0.6,,27540,16852,84040600,Δ.Δ.Κοντακαιίκων,16,40,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
180,10/17/11,26,49.5,0,3,0.6,1,,27541,16852,84040600,Δ.Δ.Κοντακαιίκων,0,3,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
181,10/26/11,26,49.5,12,8,4,0.4,,27542,16852,84040600,Δ.Δ.Κοντακαιίκων,8,20,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
182,07/26/14,,,44,50,1.18,0.53,,34769,14265,64110100,Δ.Δ.Νικήτης (Νικήτα),44,94,141,ΜΑΡΜΑΡΑΣ,235,ΣΤΡΑΤΩΝΙ,ΧΑΛΚΙΔΙΚΗΣ
183,07/21/14,,,54,60,1.43,0.53,,34768,14265,64110100,Δ.Δ.Νικήτης (Νικήτα),54,114,141,ΜΑΡΜΑΡΑΣ,235,ΣΤΡΑΤΩΝΙ,ΧΑΛΚΙΔΙΚΗΣ
184,08/01/14,,,78,80,1.98,0.51,,34770,14265,64110100,Δ.Δ.Νικήτης (Νικήτα),78,158,141,ΜΑΡΜΑΡΑΣ,235,ΣΤΡΑΤΩΝΙ,ΧΑΛΚΙΔΙΚΗΣ
185,08/06/14,,,230,237,5.84,0.51,,34771,14265,64110100,Δ.Δ.Νικήτης (Νικήτα),230,467,141,ΜΑΡΜΑΡΑΣ,235,ΣΤΡΑΤΩΝΙ,ΧΑΛΚΙΔΙΚΗΣ
186,08/11/14,,,369,372,9.26,0.5,,34772,14265,64110100,Δ.Δ.Νικήτης (Νικήτα),369,741,141,ΜΑΡΜΑΡΑΣ,235,ΣΤΡΑΤΩΝΙ,ΧΑΛΚΙΔΙΚΗΣ
187,08/16/14,,,286,290,7.2,0.5,,34773,14265,64110100,Δ.Δ.Νικήτης (Νικήτα),286,576,141,ΜΑΡΜΑΡΑΣ,235,ΣΤΡΑΤΩΝΙ,ΧΑΛΚΙΔΙΚΗΣ
188,08/21/14,,,276,280,6.95,0.5,,34774,14265,64110100,Δ.Δ.Νικήτης (Νικήτα),276,556,141,ΜΑΡΜΑΡΑΣ,235,ΣΤΡΑΤΩΝΙ,ΧΑΛΚΙΔΙΚΗΣ
189,08/26/14,,,159,165,4.05,0.51,,34775,14265,64110100,Δ.Δ.Νικήτης (Νικήτα),159,324,141,ΜΑΡΜΑΡΑΣ,235,ΣΤΡΑΤΩΝΙ,ΧΑΛΚΙΔΙΚΗΣ
190,07/21/14,,,12,12,0.6,0.5,,34817,14112,64020100,Δ.Δ.Γαλατίστης,12,24,202,ΠΟΛΥΓΥΡΟΣ,0,no alternative,ΧΑΛΚΙΔΙΚΗΣ
191,07/26/14,,,15,15,0.75,0.5,,34818,14112,64020100,Δ.Δ.Γαλατίστης,15,30,202,ΠΟΛΥΓΥΡΟΣ,0,no alternative,ΧΑΛΚΙΔΙΚΗΣ
192,08/01/14,,,12,15,0.67,0.56,,34819,14112,64020100,Δ.Δ.Γαλατίστης,12,27,202,ΠΟΛΥΓΥΡΟΣ,0,no alternative,ΧΑΛΚΙΔΙΚΗΣ
193,08/06/14,,,20,25,1.12,0.56,,34820,14112,64020100,Δ.Δ.Γαλατίστης,20,45,202,ΠΟΛΥΓΥΡΟΣ,0,no alternative,ΧΑΛΚΙΔΙΚΗΣ
194,08/11/14,,,60,70,3.25,0.54,,34821,14112,64020100,Δ.Δ.Γαλατίστης,60,130,202,ΠΟΛΥΓΥΡΟΣ,0,no alternative,ΧΑΛΚΙΔΙΚΗΣ
195,08/16/14,,,100,126,5.65,0.56,,34822,14112,64020100,Δ.Δ.Γαλατίστης,100,226,202,ΠΟΛΥΓΥΡΟΣ,0,no alternative,ΧΑΛΚΙΔΙΚΗΣ
196,08/21/14,,,85,111,4.95,0.57,,34823,14112,64020100,Δ.Δ.Γαλατίστης,85,196,202,ΠΟΛΥΓΥΡΟΣ,0,no alternative,ΧΑΛΚΙΔΙΚΗΣ
197,08/26/14,,,84,116,5,0.58,,34824,14112,64020100,Δ.Δ.Γαλατίστης,84,200,202,ΠΟΛΥΓΥΡΟΣ,0,no alternative,ΧΑΛΚΙΔΙΚΗΣ
198,09/01/14,,,136,167,7.58,0.55,,34825,14112,64020100,Δ.Δ.Γαλατίστης,136,303,202,ΠΟΛΥΓΥΡΟΣ,0,no alternative,ΧΑΛΚΙΔΙΚΗΣ
199,07/21/14,,,4,4,0.2,0.5,,34826,14254,64100100,Δ.Δ.Μεγάλης Παναγίας,4,8,202,ΠΟΛΥΓΥΡΟΣ,0,no alternative,ΧΑΛΚΙΔΙΚΗΣ
200,07/26/14,,,7,7,0.35,0.5,,34827,14254,64100100,Δ.Δ.Μεγάλης Παναγίας,7,14,202,ΠΟΛΥΓΥΡΟΣ,0,no alternative,ΧΑΛΚΙΔΙΚΗΣ
201,08/01/14,,,2,3,0.12,0.6,,34828,14254,64100100,Δ.Δ.Μεγάλης Παναγίας,2,5,202,ΠΟΛΥΓΥΡΟΣ,0,no alternative,ΧΑΛΚΙΔΙΚΗΣ
202,08/06/14,,,4,4,0.2,0.5,,34829,14254,64100100,Δ.Δ.Μεγάλης Παναγίας,4,8,202,ΠΟΛΥΓΥΡΟΣ,0,no alternative,ΧΑΛΚΙΔΙΚΗΣ
203,08/11/14,,,50,64,2.85,0.56,,34830,14254,64100100,Δ.Δ.Μεγάλης Παναγίας,50,114,202,ΠΟΛΥΓΥΡΟΣ,0,no alternative,ΧΑΛΚΙΔΙΚΗΣ
204,08/16/14,,,25,29,1.35,0.54,,34831,14254,64100100,Δ.Δ.Μεγάλης Παναγίας,25,54,202,ΠΟΛΥΓΥΡΟΣ,0,no alternative,ΧΑΛΚΙΔΙΚΗΣ
205,08/21/14,,,23,33,1.4,0.59,,34832,14254,64100100,Δ.Δ.Μεγάλης Παναγίας,23,56,202,ΠΟΛΥΓΥΡΟΣ,0,no alternative,ΧΑΛΚΙΔΙΚΗΣ
206,08/26/14,,,50,63,2.82,0.56,,34833,14254,64100100,Δ.Δ.Μεγάλης Παναγίας,50,113,202,ΠΟΛΥΓΥΡΟΣ,0,no alternative,ΧΑΛΚΙΔΙΚΗΣ
207,09/01/14,,,39,45,2.1,0.54,,34834,14254,64100100,Δ.Δ.Μεγάλης Παναγίας,39,84,202,ΠΟΛΥΓΥΡΟΣ,0,no alternative,ΧΑΛΚΙΔΙΚΗΣ
208,07/21/14,,,6,8,0.9,0.57,,34942,14237,64090200,Δ.Δ.Αγίας Παρασκευής,6,14,96,ΚΑΣΣΑΝΔΡΕΙΑ,235,ΣΤΡΑΤΩΝΙ,ΧΑΛΚΙΔΙΚΗΣ
209,07/26/14,,,9,10,1.2,0.53,,34943,14237,64090200,Δ.Δ.Αγίας Παρασκευής,9,19,96,ΚΑΣΣΑΝΔΡΕΙΑ,235,ΣΤΡΑΤΩΝΙ,ΧΑΛΚΙΔΙΚΗΣ
210,08/01/14,,,13,20,2.2,0.61,,34964,14237,64090200,Δ.Δ.Αγίας Παρασκευής,13,33,96,ΚΑΣΣΑΝΔΡΕΙΑ,235,ΣΤΡΑΤΩΝΙ,ΧΑΛΚΙΔΙΚΗΣ
211,08/06/14,,,15,20,2.3,0.57,,34965,14237,64090200,Δ.Δ.Αγίας Παρασκευής,15,35,96,ΚΑΣΣΑΝΔΡΕΙΑ,235,ΣΤΡΑΤΩΝΙ,ΧΑΛΚΙΔΙΚΗΣ
212,07/21/14,,,13,13,0.87,0.5,,35083,14260,64100300,Δ.Δ.Πυργαδικίων,13,26,141,ΜΑΡΜΑΡΑΣ,235,ΣΤΡΑΤΩΝΙ,ΧΑΛΚΙΔΙΚΗΣ
213,07/26/14,,,16,16,1.07,0.5,,35084,14260,64100300,Δ.Δ.Πυργαδικίων,16,32,141,ΜΑΡΜΑΡΑΣ,235,ΣΤΡΑΤΩΝΙ,ΧΑΛΚΙΔΙΚΗΣ
214,08/01/14,,,20,22,1.4,0.52,,35085,14260,64100300,Δ.Δ.Πυργαδικίων,20,42,141,ΜΑΡΜΑΡΑΣ,235,ΣΤΡΑΤΩΝΙ,ΧΑΛΚΙΔΙΚΗΣ
215,08/06/14,,,40,63,3.43,0.61,,35086,14260,64100300,Δ.Δ.Πυργαδικίων,40,103,141,ΜΑΡΜΑΡΑΣ,235,ΣΤΡΑΤΩΝΙ,ΧΑΛΚΙΔΙΚΗΣ
216,08/11/14,,,102,126,7.6,0.55,,35087,14260,64100300,Δ.Δ.Πυργαδικίων,102,228,141,ΜΑΡΜΑΡΑΣ,235,ΣΤΡΑΤΩΝΙ,ΧΑΛΚΙΔΙΚΗΣ
217,08/16/14,,,137,154,9.7,0.53,,35088,14260,64100300,Δ.Δ.Πυργαδικίων,137,291,141,ΜΑΡΜΑΡΑΣ,235,ΣΤΡΑΤΩΝΙ,ΧΑΛΚΙΔΙΚΗΣ
218,08/21/14,,,175,197,12.4,0.53,,35089,14260,64100300,Δ.Δ.Πυργαδικίων,175,372,141,ΜΑΡΜΑΡΑΣ,235,ΣΤΡΑΤΩΝΙ,ΧΑΛΚΙΔΙΚΗΣ
219,08/26/14,,,178,215,13.1,0.55,,35090,14260,64100300,Δ.Δ.Πυργαδικίων,178,393,141,ΜΑΡΜΑΡΑΣ,235,ΣΤΡΑΤΩΝΙ,ΧΑΛΚΙΔΙΚΗΣ
220,09/01/14,,,277,301,19.26,0.52,,35091,14260,64100300,Δ.Δ.Πυργαδικίων,277,578,141,ΜΑΡΜΑΡΑΣ,235,ΣΤΡΑΤΩΝΙ,ΧΑΛΚΙΔΙΚΗΣ
221,09/06/14,,,301,335,21.2,0.53,,35092,14260,64100300,Δ.Δ.Πυργαδικίων,301,636,141,ΜΑΡΜΑΡΑΣ,235,ΣΤΡΑΤΩΝΙ,ΧΑΛΚΙΔΙΚΗΣ
222,07/21/14,,,18,32,1.4,0.64,,35171,14256,64100200,Δ.Δ.Γοματίου,18,50,202,ΠΟΛΥΓΥΡΟΣ,235,ΣΤΡΑΤΩΝΙ,ΧΑΛΚΙΔΙΚΗΣ
223,07/26/14,,,24,57,2.3,0.7,,35172,14256,64100200,Δ.Δ.Γοματίου,24,81,202,ΠΟΛΥΓΥΡΟΣ,235,ΣΤΡΑΤΩΝΙ,ΧΑΛΚΙΔΙΚΗΣ
224,08/01/14,,,67,96,4.7,0.59,,35173,14256,64100200,Δ.Δ.Γοματίου,67,163,202,ΠΟΛΥΓΥΡΟΣ,235,ΣΤΡΑΤΩΝΙ,ΧΑΛΚΙΔΙΚΗΣ
225,08/06/14,,,97,172,7.6,0.64,,35174,14256,64100200,Δ.Δ.Γοματίου,97,269,202,ΠΟΛΥΓΥΡΟΣ,235,ΣΤΡΑΤΩΝΙ,ΧΑΛΚΙΔΙΚΗΣ
226,08/11/14,,,357,533,25.42,0.6,,35175,14256,64100200,Δ.Δ.Γοματίου,357,890,202,ΠΟΛΥΓΥΡΟΣ,235,ΣΤΡΑΤΩΝΙ,ΧΑΛΚΙΔΙΚΗΣ
227,08/16/14,,,397,483,25.34,0.55,,35176,14256,64100200,Δ.Δ.Γοματίου,397,880,202,ΠΟΛΥΓΥΡΟΣ,235,ΣΤΡΑΤΩΝΙ,ΧΑΛΚΙΔΙΚΗΣ
228,08/21/14,,,449,644,31.22,0.59,,35177,14256,64100200,Δ.Δ.Γοματίου,449,1093,202,ΠΟΛΥΓΥΡΟΣ,235,ΣΤΡΑΤΩΝΙ,ΧΑΛΚΙΔΙΚΗΣ
229,08/26/14,,,549,780,37.57,0.59,,35178,14256,64100200,Δ.Δ.Γοματίου,549,1329,202,ΠΟΛΥΓΥΡΟΣ,235,ΣΤΡΑΤΩΝΙ,ΧΑΛΚΙΔΙΚΗΣ
